StuduentID;ModuleCode;AcYear;Mark;Grade;Age;Gender;Status;CourseCode;Course Name;Level of Study;;;Row Labels;Count of Attendance(Status);Percentage
00000071;GAV3020-N;2018/9;73;A;18;F;P;CANSNG;BA (Hons) Computer Games Animation;BA;;;;;
00000071;VIS3105-N;2018/9;65;B;18;F;P;CANSNG;BA (Hons) Computer Games Animation;BA;;;;;
00000075;GAV2004-N;2018/9;68;B;51;F;ABS;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00000075;GAV2005-N;2018/9;54;C;51;F;ABS;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00000076;GAV3009-N;2018/9;70;A;33;F;ABS;IGDSNG;BA (Hons) Indie Games Development;BA;;;;;
00000076;GAV3020-N;2018/9;50;C;33;F;ABS;IGDSNG;BA (Hons) Indie Games Development;BA;;;;;
00000081;GAV4038-N;2018/9;66;B;57;F;ABS;ATDGMA;MA 3D Games Art;MA;;;;;
00000092;GAV4020-N;2018/9;77;A;66;F;P;GMA;MA Games Design;MA;;;;;
00000094;COM3038-N;2018/9;70;A;54;M;P;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00000105;GAV2024-N;2018/9;72;A;21;M;P;CCHFSNG;BA (Hons) Computer Character Animation (with Foundation Year);BA;;;;;
00000116;COM3038-N;2018/9;68;B;60;M;P;CPTSNG;BSc (Hons) Computing;BS;;;;;
00000127;COM3046-N;2018/9;75;A;18;M;P;CPTFSNG;BSc (Hons) Computing with Foundation Year;BS;;;;;
00000127;GAV3020-N;2018/9;63;B;18;M;P;CPTFSNG;BSc (Hons) Computing with Foundation Year;BS;;;;;
00000128;CIS4023-N;2018/9;58;C;19;M;P;IPMMS;MSc IT Project Management;MS;;;;;
00000129;COM3041-N;2018/9;0;DA;21;M;AA;CSFSNG;BSc (Hons) Computer Science with Foundation Year;BS;;;;;
00000135;CAM4037-N;2018/9;54;C;22;M;P;DCMPRD;MA Digital Media and Communications;MA;;;;;
00000135;CAM4042-N;2018/9;70;A;22;M;P;DCMPRD;MA Digital Media and Communications;MA;;;;;
00000147;GAV4038-N;2018/9;60;B;18;M;ABS;TDGMA;MA 3D Games Art;MA;;;;;
00000048;CAM4017-N;2018/9;0;F;18;F;P;FUAPRD;MA Fine Art;MA;;;;;
00000052;COM3041-N;2018/9;0;DA;50;F;P;CPTSNG;BSc (Hons) Computing;BS;;;;;
00000054;GAV2025-N;2018/9;38;F;32;F;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000063;GAV4038-N;2018/9;40;F;21;F;P;TDGMA;MA 3D Games Art;MA;;;;;
00000067;COM3038-N;2018/9;52;C;19;M;P;CPTSNG;BSc (Hons) Computing;BS;;;;;
00000073;COM3038-N;2018/9;70;A;43;F;ABS;CPTSNG;BSc (Hons) Computing;BS;;;;;
00000096;GAV4038-N;2018/9;38;F;18;F;ABS;TDGMA;MA 3D Games Art;MA;;;;;
00000102;GAV4038-N;2018/9;0;WD;36;M;ABS;TDGMA;MA 3D Games Art;MA;;;;;
00000103;DES3095-N;2018/9;0;F;18;M;P;CGSSNG;BA (Hons) Comics, Graphic Novels and Sequential Art;BA;;;;;
00000104;GAV3009-N;2018/9;57;C;22;M;ABS;IGDSNG;BA (Hons) Indie Games Development;BA;;;;;
00000104;GAV3020-N;2018/9;65;B;22;M;ABS;IGDSNG;BA (Hons) Indie Games Development;BA;;;;;
00000113;GAV3009-N;2018/9;71;A;20;F;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00000113;GAV3020-N;2018/9;61;B;20;F;ABS;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00000123;GAV3009-N;2018/9;51;C;33;M;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000123;GAV3020-N;2018/9;66;B;33;M;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000124;COM3041-N;2018/9;63;B;59;F;P;CSFSNG;BSc (Hons) Computer Science with Foundation Year;BS;;;;;
00000126;VIS3108-N;2018/9;70;A;18;M;P;CCHFSNG;BA (Hons) Computer Character Animation (with Foundation Year);BA;;;;;
00000130;COM3038-N;2018/9;83;A;20;F;P;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00000133;COM3041-N;2018/9;55;C;21;M;P;CSFSNG;BSc (Hons) Computer Science with Foundation Year;BS;;;;;
00000140;CAM4061-N;2018/9;0;WD;40;M;P;PFTMA;MA Producing for Film and Television;MA;;;;;
00000075;GAV2016-N;2018/9;52;C;51;F;ABS;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00000094;COM3040-N;2018/9;56;C;54;M;P;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00000095;CIS1007-N;2018/9;0;F;18;M;ABS;CYBBS;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00000095;CIS1018-N;2018/9;17;F;18;M;ABS;CYBBS;BSc (Hons) Cybersecurity and Networks;BS;;;;;
00000105;GAV2003-N;2018/9;78;A;21;M;P;CCHFSNG;BA (Hons) Computer Character Animation (with Foundation Year);BA;;;;;
00000106;PER3018-N;2018/9;60;B;60;F;P;PLMSNG;BA (Hons) Performance for Live and Recorded Media;BA;;;;;
00000107;PER3018-N;2018/9;52;C;63;M;P;PLMSNG;BA (Hons) Performance for Live and Recorded Media;BA;;;;;
00000116;COM3040-N;2018/9;63;B;60;M;P;CPTSNG;BSc (Hons) Computing;BS;;;;;
00000117;CIS2017-N;2018/9;56;C;37;F;ABS;CPTSNG;BSc (Hons) Computing;BS;;;;;
00000118;GAV1009-N;2018/9;56;C;20;M;ABS;AVBA;BA (Hons) Computer Animation;BA;;;;;
00000139;PER3018-N;2018/9;55;C;21;M;P;PLMSNG;BA (Hons) Performance for Live and Recorded Media;BA;;;;;
00000148;CAM4040-N;2018/9;0;WD;22;F;P;MPRPRD;MA Multimedia Public Relations;MA;;;;;
00000156;MED3036-N;2018/9;67;B;19;M;P;MZSNG;BA (Hons) Media Studies;BA;;;;;
00000162;CAM4016-N;2018/9;68;B;22;M;P;FUAPRD;MA Fine Art;MA;;;;;
00000164;VIS3109-N;2018/9;74;A;19;M;ABS;CVESNG;BA (Hons) Computer Animation and Visual Effects;BA;;;;;
00000166;PER3018-N;2018/9;52;C;18;F;AA;PLMSNG;BA (Hons) Performance for Live and Recorded Media;BA;;;;;
00000174;COM3040-N;2018/9;44;D;20;F;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000067;COM3040-N;2018/9;51;C;19;M;P;CPTSNG;BSc (Hons) Computing;BS;;;;;
00000073;COM3065-N;2018/9;52;C;43;F;ABS;CPTSNG;BSc (Hons) Computing;BS;;;;;
00000077;DES4032-N;2018/9;65;B;22;F;P;FUAPRD;MA Fine Art;MA;;;;;
00000078;DES4032-N;2018/9;63;B;19;M;P;FUAPRD;MA Fine Art;MA;;;;;
00000089;MED3050-N;2018/9;44;D;20;F;ABS;TFPSNG;BA (Hons) Television and Film Production;BA;;;;;
00000090;VIS3104-N;2018/9;70;A;20;F;PWR;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000103;DES3096-N;2018/9;0;F;18;M;P;CGSSNG;BA (Hons) Comics, Graphic Novels and Sequential Art;BA;;;;;
00000112;MED3050-N;2018/9;72;A;20;F;P;TFPSNG;BA (Hons) Television and Film Production;BA;;;;;
00000114;CAM4016-N;2018/9;68;B;18;M;P;FUAPRD;MA Fine Art;MA;;;;;
00000115;CIS2009-N;2018/9;0;F;67;M;ABS;WBPBS;BSc (Hons) Web Production;BS;;;;;
00000115;CIS2017-N;2018/9;0;F;67;M;ABS;WBPBS;BSc (Hons) Web Production;BS;;;;;
00000123;VIS3104-N;2018/9;45;D;33;M;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000126;VIS3109-N;2018/9;75;A;18;M;P;CCHFSNG;BA (Hons) Computer Character Animation (with Foundation Year);BA;;;;;
00000130;COM3040-N;2018/9;61;B;20;F;P;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00000131;PER3018-N;2018/9;68;B;22;F;ABS;PLMSNG;BA (Hons) Performance for Live and Recorded Media;BA;;;;;
00000140;CAM4063-N;2018/9;0;WD;40;M;P;PFTMA;MA Producing for Film and Television;MA;;;;;
00000141;CIS4009-N;2018/9;76;A;18;M;P;DTSMS;MSc Data Science;MS;;;;;
00000141;CIS4010-N;2018/9;93;A;18;M;P;DTSMS;MSc Data Science;MS;;;;;
00000151;MED3050-N;2018/9;75;A;20;F;P;TFPSNG;BA (Hons) Television and Film Production;BA;;;;;
00000152;COM3040-N;2018/9;58;C;19;M;P;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00000159;VIS3104-N;2018/9;60;B;47;M;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000172;CAM4063-N;2018/9;70;A;19;M;P;PFTMA;MA Producing for Film and Television;MA;;;;;
00000053;GAV4017-N;2018/9;38;F;65;F;P;CMA;MA Concept Art;MA;;;;;
00000062;GAV2008-N;2018/9;0;F;20;M;ABS;AVBA;BA (Hons) Computer Animation;BA;;;;;
00000066;GAV4017-N;2018/9;80;A;20;M;ABS;TDGMA;MA 3D Games Art;MA;;;;;
00000066;GAV4037-N;2018/9;52;C;20;M;ABS;TDGMA;MA 3D Games Art;MA;;;;;
00000088;COM3037-N;2018/9;90;A;19;M;P;CPTSNG;BSc (Hons) Computing;BS;;;;;
00000088;MUL3055-N;2018/9;96;A;19;M;P;CPTSNG;BSc (Hons) Computing;BS;;;;;
00000100;GAV2011-N;2018/9;0;WD;19;M;ABS;GMFSNG;BA (Hons) Computer Games Design (with Foundation Year);BA;;;;;
00000108;MED3055-N;2018/9;0;WD;19;F;ABS;MMJSNG;BA (Hons) Multimedia Journalism;BA;;;;;
00000120;COM3037-N;2018/9;72;A;69;F;ABS;CSFSNG;BSc (Hons) Computer Science with Foundation Year;BS;;;;;
00000134;COM3037-N;2018/9;11;F;64;M;ABS;CSFSNG;BSc (Hons) Computer Science with Foundation Year;BS;;;;;
00000145;COM3037-N;2018/9;0;WS;22;F;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000146;COM3037-N;2018/9;75;A;21;M;P;CPTSNG;BSc (Hons) Computing;BS;;;;;
00000146;MUL3055-N;2018/9;80;A;21;M;P;CPTSNG;BSc (Hons) Computing;BS;;;;;
00000065;COM4083-N;2018/9;70;A;19;F;P;CGPPRD;MComp (Hons) Computer Games Programming;MC;;;;;
00000074;DES4032-N;2018/9;0;WS;18;F;ABS;FUAPRD;MA Fine Art;MA;;;;;
00000080;VIS3109-N;2018/9;67;B;67;F;ABS;CCHFSNG;BA (Hons) Computer Character Animation (with Foundation Year);BA;;;;;
00000087;DES4032-N;2018/9;58;C;65;M;ABS;FUAPRD;MA Fine Art;MA;;;;;
00000100;GAV2027-N;2018/9;0;WD;19;M;ABS;GMFSNG;BA (Hons) Computer Games Design (with Foundation Year);BA;;;;;
00000108;MED3030-N;2018/9;0;WD;19;F;ABS;MMJSNG;BA (Hons) Multimedia Journalism;BA;;;;;
00000119;DES3096-N;2018/9;58;C;21;M;P;CGSSNG;BA (Hons) Comics, Graphic Novels and Sequential Art;BA;;;;;
00000144;CIS4009-N;2018/9;78;A;22;M;P;CNPRD;MSc Computing;MS;;;;;
00000158;VIS3104-N;2018/9;84;A;20;M;P;ZDFSNG;BA (Hons) Computer Games Art (with Foundation Year);BA;;;;;
00000170;COM3040-N;2018/9;76;A;60;M;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000177;VIS3109-N;2018/9;75;A;21;M;P;CCHFSNG;BA (Hons) Computer Character Animation (with Foundation Year);BA;;;;;
00000182;MFP2017-N;2018/9;0;WD;53;F;ABS;FMCUBA;BA (Hons) Film, Media and Culture;BA;;;;;
00000182;MFP2026-N;2018/9;0;WD;53;F;ABS;FMCUBA;BA (Hons) Film, Media and Culture;BA;;;;;
00000183;CAM4040-N;2018/9;83;A;20;F;ABS;MPRPRD;MA Multimedia Public Relations;MA;;;;;
00000072;GAV4018-N;2018/9;70;A;19;F;P;CAMA;MA Concept Art;MA;;;;;
00000072;GAV4028-N;2018/9;64;B;19;F;P;CAMA;MA Concept Art;MA;;;;;
00000076;GAV3012-N;2018/9;55;C;33;F;ABS;IGDSNG;BA (Hons) Indie Games Development;BA;;;;;
00000082;CIS4012-N;2018/9;0;WS;21;M;P;CBSAMS;MSc Cybersecurity;MS;;;;;
00000083;CIS4012-N;2018/9;70;A;55;M;ABS;CBSMS;MSc Cybersecurity;MS;;;;;
00000091;GAV4018-N;2018/9;66;B;20;F;ABS;CMA;MA Concept Art;MA;;;;;
00000091;GAV4028-N;2018/9;32;F;20;F;ABS;CMA;MA Concept Art;MA;;;;;
00000092;GAV4003-N;2018/9;62;B;66;F;P;GMA;MA Games Design;MA;;;;;
00000093;CIS4012-N;2018/9;0;F;21;M;ABS;CBSMS;MSc Cybersecurity;MS;;;;;
00000106;PER3028-N;2018/9;58;C;60;F;P;PLMSNG;BA (Hons) Performance for Live and Recorded Media;BA;;;;;
00000107;PER3028-N;2018/9;62;B;63;M;P;PLMSNG;BA (Hons) Performance for Live and Recorded Media;BA;;;;;
00000127;COM3042-N;2018/9;54;C;18;M;P;CPTFSNG;BSc (Hons) Computing with Foundation Year;BS;;;;;
00000128;CIS4021-N;2018/9;80;A;19;M;P;IPMMS;MSc IT Project Management;MS;;;;;
00000128;CIS4022-N;2018/9;83;A;19;M;P;IPMMS;MSc IT Project Management;MS;;;;;
00000129;COM3036-N;2018/9;67;B;21;M;AA;CSFSNG;BSc (Hons) Computer Science with Foundation Year;BS;;;;;
00000135;CAM4036-N;2018/9;70;A;22;M;P;DCMPRD;MA Digital Media and Communications;MA;;;;;
00000138;GAV4018-N;2018/9;56;C;21;F;P;CMA;MA Concept Art;MA;;;;;
00000138;GAV4028-N;2018/9;20;F;21;F;P;CMA;MA Concept Art;MA;;;;;
00000139;PER3028-N;2018/9;70;A;21;M;P;PLMSNG;BA (Hons) Performance for Live and Recorded Media;BA;;;;;
00000046;CAM4062-N;2018/9;66;B;51;F;P;PFTMA;MA Producing for Film and Television;MA;;;;;
00000053;GAV4018-N;2018/9;70;A;65;F;P;CMA;MA Concept Art;MA;;;;;
00000053;GAV4028-N;2018/9;67;B;65;F;P;CMA;MA Concept Art;MA;;;;;
00000062;GAV2022-N;2018/9;13;F;20;M;ABS;AVBA;BA (Hons) Computer Animation;BA;;;;;
00000070;CIS4021-N;2018/9;0;WD;21;F;ABS;IPMPRD;MSc IT Project Management;MS;;;;;
00000070;CIS4022-N;2018/9;0;WD;21;F;ABS;IPMPRD;MSc IT Project Management;MS;;;;;
00000100;GAV2021-N;2018/9;0;WD;19;M;ABS;GMFSNG;BA (Hons) Computer Games Design (with Foundation Year);BA;;;;;
00000108;MPR3002-N;2018/9;0;WD;19;F;ABS;MMJSNG;BA (Hons) Multimedia Journalism;BA;;;;;
00000120;COM3036-N;2018/9;71;A;69;F;ABS;CSFSNG;BSc (Hons) Computer Science with Foundation Year;BS;;;;;
00000144;CIS4021-N;2018/9;66;B;22;M;P;CNPRD;MSc Computing;MS;;;;;
00000144;CIS4022-N;2018/9;77;A;22;M;P;CNPRD;MSc Computing;MS;;;;;
00000168;COM3036-N;2018/9;86;A;20;F;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000179;GAV4003-N;2018/9;66;B;18;M;ABS;GMA;MA Games Design;MA;;;;;
00000054;GAV2017-N;2018/9;55;C;32;F;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000054;GAV2029-N;2018/9;52;C;32;F;ABS;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000067;COM3036-N;2018/9;20;F;19;M;P;CPTSNG;BSc (Hons) Computing;BS;;;;;
00000084;GAV4018-N;2018/9;75;A;61;M;P;CMA;MA Concept Art;MA;;;;;
00000084;GAV4028-N;2018/9;53;C;61;M;P;CMA;MA Concept Art;MA;;;;;
00000089;MED3051-N;2018/9;0;DA;20;F;ABS;TFPSNG;BA (Hons) Television and Film Production;BA;;;;;
00000104;GAV3012-N;2018/9;50;C;22;M;ABS;IGDSNG;BA (Hons) Indie Games Development;BA;;;;;
00000112;MED3051-N;2018/9;67;B;20;F;P;TFPSNG;BA (Hons) Television and Film Production;BA;;;;;
00000124;COM3036-N;2018/9;86;A;59;F;P;CSFSNG;BSc (Hons) Computer Science with Foundation Year;BS;;;;;
00000131;PER3028-N;2018/9;74;A;22;F;ABS;PLMSNG;BA (Hons) Performance for Live and Recorded Media;BA;;;;;
00000133;COM3036-N;2018/9;90;A;21;M;P;CSFSNG;BSc (Hons) Computer Science with Foundation Year;BS;;;;;
00000140;CAM4062-N;2018/9;0;WD;40;M;P;PFTMA;MA Producing for Film and Television;MA;;;;;
00000150;CIS4012-N;2018/9;70;A;59;F;P;CBSMS;MSc Cybersecurity;MS;;;;;
00000151;MED3051-N;2018/9;73;A;20;F;P;TFPSNG;BA (Hons) Television and Film Production;BA;;;;;
00000160;COM3036-N;2018/9;77;A;22;F;P;CSFSNG;BSc (Hons) Computer Science with Foundation Year;BS;;;;;
00000171;GAV4003-N;2018/9;44;F;20;M;ABS;GMA;MA Games Design;MA;;;;;
00000172;CAM4062-N;2018/9;75;A;19;M;P;PFTMA;MA Producing for Film and Television;MA;;;;;
00000079;CIS4012-N;2018/9;56;C;22;M;ABS;CBSMS;MSc Cybersecurity;MS;;;;;
00000109;MFP2006-N;2018/9;0;F;22;M;ABS;FTPBA;BA (Hons) Film and Television Production;BA;;;;;
00000121;CIS4012-N;2018/9;0;WD;19;M;ABS;CBSMS;MSc Cybersecurity;MS;;;;;
00000122;GAV4034-N;2018/9;64;B;54;F;ABS;AQMA;MA Animation;MA;;;;;
00000125;GAV2021-N;2018/9;71;A;19;F;ABS;GMFSNG;BA (Hons) Computer Games Design (with Foundation Year);BA;;;;;
00000132;MED3047-N;2018/9;80;A;20;M;P;MMJSNG;BA (Hons) Multimedia Journalism;BA;;;;;
00000143;CIS4012-N;2018/9;74;A;20;M;PDG;CBSMS;MSc Cybersecurity;MS;;;;;
00000154;GAV3003-N;2018/9;56;C;46;M;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000161;GAV4003-N;2018/9;52;C;18;M;PWR;GMA;MA Games Design;MA;;;;;
00000173;VIS3103-N;2018/9;80;A;69;M;P;DGMBS;BSc (Hons) Digital Media;BS;;;;;
00000188;GAV3003-N;2018/9;61;B;19;M;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000085;DES4032-N;2018/9;0;WS;22;M;ABS;FUAPRD;MA Fine Art;MA;;;;;
00000097;COM3040-N;2018/9;70;A;18;F;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000098;VIS3109-N;2018/9;69;B;21;F;P;CCHFSNG;BA (Hons) Computer Character Animation (with Foundation Year);BA;;;;;
00000110;GAV2016-N;2018/9;4;F;18;F;ABS;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00000111;DES4032-N;2018/9;67;B;19;M;P;FUAPRD;MA Fine Art;MA;;;;;
00000125;GAV2027-N;2018/9;41;D;19;F;ABS;GMFSNG;BA (Hons) Computer Games Design (with Foundation Year);BA;;;;;
00000132;MED3030-N;2018/9;60;B;20;M;P;MMJSNG;BA (Hons) Multimedia Journalism;BA;;;;;
00000136;COM3040-N;2018/9;51;C;18;F;NM;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00000142;VIS3109-N;2018/9;88;A;18;M;ABS;CVESNG;BA (Hons) Computer Animation and Visual Effects;BA;;;;;
00000153;COM3040-N;2018/9;68;B;19;F;P;CPTSNG;BSc (Hons) Computing;BS;;;;;
00000154;GAV3021-N;2018/9;63;B;46;M;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000173;MUL3063-N;2018/9;75;A;69;M;P;DGMBS;BSc (Hons) Digital Media;BS;;;;;
00000188;GAV3021-N;2018/9;56;C;19;M;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000207;CAM0002-N;2018/9;78;A;50;F;ABS;BMPSNG;BA (Hons) Broadcast Media Production;BA;;;;;
00000208;GAV1003-N;2018/9;63;B;19;M;P;ZDSNG;BA (Hons) Computer Games Art;BA;;;;;
00000124;COM3037-N;2018/9;80;A;59;F;P;CSFSNG;BSc (Hons) Computer Science with Foundation Year;BS;;;;;
00000130;MUL3051-N;2018/9;70;A;20;F;P;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00000131;PER3008-N;2018/9;35;F;22;F;ABS;PLMSNG;BA (Hons) Performance for Live and Recorded Media;BA;;;;;
00000133;COM3037-N;2018/9;78;A;21;M;P;CSFSNG;BSc (Hons) Computer Science with Foundation Year;BS;;;;;
00000141;CIS4008-N;2018/9;74;A;18;M;P;DTSMS;MSc Data Science;MS;;;;;
00000150;CIS4019-N;2018/9;85;A;59;F;P;CBSMS;MSc Cybersecurity;MS;;;;;
00000150;CIS4020-N;2018/9;75;A;59;F;P;CBSMS;MSc Cybersecurity;MS;;;;;
00000151;MED3040-N;2018/9;70;A;20;F;P;TFPSNG;BA (Hons) Television and Film Production;BA;;;;;
00000152;MUL3051-N;2018/9;67;B;19;M;P;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00000160;COM3037-N;2018/9;80;A;22;F;P;CSFSNG;BSc (Hons) Computer Science with Foundation Year;BS;;;;;
00000171;GAV4017-N;2018/9;65;B;20;M;ABS;GMA;MA Games Design;MA;;;;;
00000185;MUL3051-N;2018/9;75;A;18;M;P;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00000196;MUL3051-N;2018/9;75;A;22;M;P;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00000197;GAV4017-N;2018/9;87;A;63;M;CC;AGMA;MA Games Design;MA;;;;;
00000198;MFP2019-N;2018/9;63;B;19;F;AA;FMCUBA;BA (Hons) Film, Media and Culture;BA;;;;;
00000234;GAV4017-N;2018/9;53;C;54;M;ABS;GMA;MA Games Design;MA;;;;;
00000235;COM3047-N;2018/9;55;C;22;F;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00000235;COM3050-N;2018/9;49;D;22;F;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00000236;VIS3110-N;2018/9;47;D;40;F;P;GMFSNG;BA (Hons) Computer Games Design (with Foundation Year);BA;;;;;
00000237;GAV4017-N;2018/9;0;WD;68;M;CC;GMA;MA Games Design;MA;;;;;
00000250;GAV4017-N;2018/9;0;WD;20;M;ABS;TDGMA;MA 3D Games Art;MA;;;;;
00000168;COM3037-N;2018/9;76;A;20;F;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000169;VIS3110-N;2018/9;53;C;22;F;P;GMFSNG;BA (Hons) Computer Games Design (with Foundation Year);BA;;;;;
00000170;COM3037-N;2018/9;87;A;60;M;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000178;COM3047-N;2018/9;47;D;22;F;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00000178;COM3050-N;2018/9;28;F;22;F;P;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00000179;GAV4017-N;2018/9;72;A;18;M;ABS;GMA;MA Games Design;MA;;;;;
00000180;GAV4017-N;2018/9;70;A;69;F;ABS;CMA;MA Concept Art;MA;;;;;
00000182;MFP2019-N;2018/9;0;WD;53;F;ABS;FMCUBA;BA (Hons) Film, Media and Culture;BA;;;;;
00000200;GAV4017-N;2018/9;87;A;21;M;P;CMA;MA Concept Art;MA;;;;;
00000201;MED3055-N;2018/9;75;A;19;M;P;JOUSNG;BA (Hons) Journalism;BA;;;;;
00000203;GAV3010-N;2018/9;65;B;42;M;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000205;COM3037-N;2018/9;80;A;21;M;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000206;GAV2028-N;2018/9;16;F;21;F;ABS;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000217;VIS3110-N;2018/9;54;C;25;M;P;GMSNG;BA (Hons) Computer Games Design;BA;;;;;
00000220;GAV4017-N;2018/9;81;A;19;F;P;TDGMA;MA 3D Games Art;MA;;;;;
00000220;GAV4037-N;2018/9;65;B;19;F;P;TDGMA;MA 3D Games Art;MA;;;;;
00000227;GAV2028-N;2018/9;40;D;20;F;P;CATSNG;BA (Hons) Concept Art;BA;;;;;
00000228;PER3008-N;2018/9;62;B;19;M;P;PLMSNG;BA (Hons) Performance for Live and Recorded Media;BA;;;;;
00000230;VIS3110-N;2018/9;40;D;19;M;ABS;GMFSNG;BA (Hons) Computer Games Design (with Foundation Year);BA;;;;;
00000245;GAV4017-N;2018/9;0;F;69;M;ABS;TDGMA;MA 3D Games Art;MA;;;;;
00000245;GAV4037-N;2018/9;0;F;69;M;ABS;TDGMA;MA 3D Games Art;MA;;;;;
00000246;MUL3051-N;2018/9;75;A;22;F;P;INFSNG;BSc (Hons) Information Technology;BS;;;;;
00000248;GAV2008-N;2018/9;12;F;49;F;P;CCHFSNG;BA (Hons) Computer Character Animation (with Foundation Year);BA;;;;;
00000274;GAV4017-N;2018/9;0;WD;19;M;ABS;TDGMA;MA 3D Games Art;MA;;;;;
00000274;GAV4037-N;2018/9;0;WD;19;M;ABS;TDGMA;MA 3D Games Art;MA;;;;;
00000275;GAV4017-N;2018/9;0;F;18;F;ABS;CAMA;MA Concept Art;MA;;;;;
00000276;COM3037-N;2018/9;72;A;22;M;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000147;GAV4017-N;2018/9;64;B;18;M;ABS;TDGMA;MA 3D Games Art;MA;;;;;
00000147;GAV4037-N;2018/9;35;F;18;M;ABS;TDGMA;MA 3D Games Art;MA;;;;;
00000149;COM3047-N;2018/9;21;F;19;F;PDG;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00000149;COM3050-N;2018/9;37;F;19;F;PDG;UPSNG;BSc (Hons) Computer Games Programming;BS;;;;;
00000155;VIS3110-N;2018/9;72;A;22;F;ABS;GMFSNG;BA (Hons) Computer Games Design (with Foundation Year);BA;;;;;
00000156;MED3007-N;2018/9;65;B;19;M;P;MZSNG;BA (Hons) Media Studies;BA;;;;;
00000156;MED3020-N;2018/9;60;B;19;M;P;MZSNG;BA (Hons) Media Studies;BA;;;;;
00000157;MUL3051-N;2018/9;60;B;21;F;ABS;WMMSNG;BA (Hons) Web and Multimedia;BA;;;;;
00000157;MUL3055-N;2018/9;37;F;21;F;ABS;WMMSNG;BA (Hons) Web and Multimedia;BA;;;;;
00000162;CAM4057-N;2018/9;64;B;22;M;P;FUAPRD;MA Fine Art;MA;;;;;
00000165;COM3037-N;2018/9;71;A;23;F;P;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000166;PER3008-N;2018/9;0;DA;18;F;AA;PLMSNG;BA (Hons) Performance for Live and Recorded Media;BA;;;;;
00000174;COM3037-N;2018/9;44;D;20;F;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000175;COM3037-N;2018/9;56;C;18;M;P;CSFSNG;BSc (Hons) Computer Science with Foundation Year;BS;;;;;
00000176;GAV4017-N;2018/9;70;A;51;F;ABS;TVEMS;MSc Technical Direction for Visual Effects;MS;;;;;
00000189;COM3037-N;2018/9;11;F;21;M;ABS;CSSNG;BSc (Hons) Computer Science;BS;;;;;
00000191;GAV2015-N;2018/9;60;B;20;F;ABS;IGDSNG;BA (Hons) Indie Games Development;BA;;;;;
00000192;GAV4017-N;2018/9;62;B;18;M;CC;GMA;MA Games Design;MA;;;;;
00000213;VIS3110-N;2018/9;46;D;33;F;ABS;GMFSNG;BA (Hons) Computer Games Design (with Foundation Year);BA;;;;;
